,Unnamed: 0,Survived,Pclass,Age,Fare,Sex_female,Sex_male
685,685,0,2,25.0,41.5792,0,1
686,686,0,3,14.0,39.6875,0,1
687,687,0,3,19.0,10.1708,0,1
688,688,0,3,18.0,7.7958,0,1
689,689,1,1,15.0,211.3375,1,0
690,690,1,1,31.0,57.0,0,1
691,691,1,3,4.0,13.4167,1,0
692,692,1,3,0.0,56.4958,0,1
693,693,0,3,25.0,7.225,0,1
694,694,0,1,60.0,26.55,0,1
695,695,0,2,52.0,13.5,0,1
696,696,0,3,44.0,8.05,0,1
697,697,1,3,0.0,7.7333,1,0
698,698,0,1,49.0,110.8833,0,1
699,699,0,3,42.0,7.65,0,1
700,700,1,1,18.0,227.525,1,0
701,701,1,1,35.0,26.2875,0,1
702,702,0,3,18.0,14.4542,1,0
703,703,0,3,25.0,7.7417,0,1
704,704,0,3,26.0,7.8542,0,1
705,705,0,2,39.0,26.0,0,1
706,706,1,2,45.0,13.5,1,0
707,707,1,1,42.0,26.2875,0,1
708,708,1,1,22.0,151.55,1,0
709,709,1,3,0.0,15.2458,0,1
710,710,1,1,24.0,49.5042,1,0
711,711,0,1,0.0,26.55,0,1
712,712,1,1,48.0,52.0,0,1
713,713,0,3,29.0,9.4833,0,1
714,714,0,2,52.0,13.0,0,1
715,715,0,3,19.0,7.65,0,1
716,716,1,1,38.0,227.525,1,0
717,717,1,2,27.0,10.5,1,0
718,718,0,3,0.0,15.5,0,1
719,719,0,3,33.0,7.775,0,1
720,720,1,2,6.0,33.0,1,0
721,721,0,3,17.0,7.0542,0,1
722,722,0,2,34.0,13.0,0,1
723,723,0,2,50.0,13.0,0,1
724,724,1,1,27.0,53.1,0,1
725,725,0,3,20.0,8.6625,0,1
726,726,1,2,30.0,21.0,1,0
727,727,1,3,0.0,7.7375,1,0
728,728,0,2,25.0,26.0,0,1
729,729,0,3,25.0,7.925,1,0
730,730,1,1,29.0,211.3375,1,0
731,731,0,3,11.0,18.7875,0,1
732,732,0,2,0.0,0.0,0,1
733,733,0,2,23.0,13.0,0,1
734,734,0,2,23.0,13.0,0,1
735,735,0,3,28.5,16.1,0,1
736,736,0,3,48.0,34.375,1,0
737,737,1,1,35.0,512.3292,0,1
738,738,0,3,0.0,7.8958,0,1
739,739,0,3,0.0,7.8958,0,1
740,740,1,1,0.0,30.0,0,1
741,741,0,1,36.0,78.85,0,1
742,742,1,1,21.0,262.375,1,0
743,743,0,3,24.0,16.1,0,1
744,744,1,3,31.0,7.925,0,1
745,745,0,1,70.0,71.0,0,1
746,746,0,3,16.0,20.25,0,1
747,747,1,2,30.0,13.0,1,0
748,748,0,1,19.0,53.1,0,1
749,749,0,3,31.0,7.75,0,1
750,750,1,2,4.0,23.0,1,0
751,751,1,3,6.0,12.475,0,1
752,752,0,3,33.0,9.5,0,1
753,753,0,3,23.0,7.8958,0,1
754,754,1,2,48.0,65.0,1,0
755,755,1,2,0.67,14.5,0,1
756,756,0,3,28.0,7.7958,0,1
757,757,0,2,18.0,11.5,0,1
758,758,0,3,34.0,8.05,0,1
759,759,1,1,33.0,86.5,1,0
760,760,0,3,0.0,14.5,0,1
761,761,0,3,41.0,7.125,0,1
762,762,1,3,20.0,7.2292,0,1
763,763,1,1,36.0,120.0,1,0
764,764,0,3,16.0,7.775,0,1
765,765,1,1,51.0,77.9583,1,0
766,766,0,1,0.0,39.6,0,1
767,767,0,3,30.5,7.75,1,0
768,768,0,3,0.0,24.15,0,1
769,769,0,3,32.0,8.3625,0,1
770,770,0,3,24.0,9.5,0,1
771,771,0,3,48.0,7.8542,0,1
772,772,0,2,57.0,10.5,1,0
773,773,0,3,0.0,7.225,0,1
774,774,1,2,54.0,23.0,1,0
775,775,0,3,18.0,7.75,0,1
776,776,0,3,0.0,7.75,0,1
777,777,1,3,5.0,12.475,1,0
778,778,0,3,0.0,7.7375,0,1
779,779,1,1,43.0,211.3375,1,0
780,780,1,3,13.0,7.2292,1,0
781,781,1,1,17.0,57.0,1,0
782,782,0,1,29.0,30.0,0,1
783,783,0,3,0.0,23.45,0,1
784,784,0,3,25.0,7.05,0,1
785,785,0,3,25.0,7.25,0,1
786,786,1,3,18.0,7.4958,1,0
787,787,0,3,8.0,29.125,0,1
788,788,1,3,1.0,20.575,0,1
789,789,0,1,46.0,79.2,0,1
790,790,0,3,0.0,7.75,0,1
791,791,0,2,16.0,26.0,0,1
792,792,0,3,0.0,69.55,1,0
793,793,0,1,0.0,30.6958,0,1
794,794,0,3,25.0,7.8958,0,1
795,795,0,2,39.0,13.0,0,1
796,796,1,1,49.0,25.9292,1,0
797,797,1,3,31.0,8.6833,1,0
798,798,0,3,30.0,7.2292,0,1
799,799,0,3,30.0,24.15,1,0
800,800,0,2,34.0,13.0,0,1
801,801,1,2,31.0,26.25,1,0
802,802,1,1,11.0,120.0,0,1
803,803,1,3,0.42,8.5167,0,1
804,804,1,3,27.0,6.975,0,1
805,805,0,3,31.0,7.775,0,1
806,806,0,1,39.0,0.0,0,1
807,807,0,3,18.0,7.775,1,0
808,808,0,2,39.0,13.0,0,1
809,809,1,1,33.0,53.1,1,0
810,810,0,3,26.0,7.8875,0,1
811,811,0,3,39.0,24.15,0,1
812,812,0,2,35.0,10.5,0,1
813,813,0,3,6.0,31.275,1,0
814,814,0,3,30.5,8.05,0,1
815,815,0,1,0.0,0.0,0,1
816,816,0,3,23.0,7.925,1,0
817,817,0,2,31.0,37.0042,0,1
818,818,0,3,43.0,6.45,0,1
819,819,0,3,10.0,27.9,0,1
820,820,1,1,52.0,93.5,1,0
821,821,1,3,27.0,8.6625,0,1
822,822,0,1,38.0,0.0,0,1
823,823,1,3,27.0,12.475,1,0
824,824,0,3,2.0,39.6875,0,1
825,825,0,3,0.0,6.95,0,1
826,826,0,3,0.0,56.4958,0,1
827,827,1,2,1.0,37.0042,0,1
828,828,1,3,0.0,7.75,0,1
829,829,1,1,62.0,80.0,1,0
830,830,1,3,15.0,14.4542,1,0
831,831,1,2,0.83,18.75,0,1
832,832,0,3,0.0,7.2292,0,1
833,833,0,3,23.0,7.8542,0,1
834,834,0,3,18.0,8.3,0,1
835,835,1,1,39.0,83.1583,1,0
836,836,0,3,21.0,8.6625,0,1
837,837,0,3,0.0,8.05,0,1
838,838,1,3,32.0,56.4958,0,1
839,839,1,1,0.0,29.7,0,1
840,840,0,3,20.0,7.925,0,1
841,841,0,2,16.0,10.5,0,1
842,842,1,1,30.0,31.0,1,0
843,843,0,3,34.5,6.4375,0,1
844,844,0,3,17.0,8.6625,0,1
845,845,0,3,42.0,7.55,0,1
846,846,0,3,0.0,69.55,0,1
847,847,0,3,35.0,7.8958,0,1
848,848,0,2,28.0,33.0,0,1
849,849,1,1,0.0,89.1042,1,0
850,850,0,3,4.0,31.275,0,1
851,851,0,3,74.0,7.775,0,1
852,852,0,3,9.0,15.2458,1,0
853,853,1,1,16.0,39.4,1,0
854,854,0,2,44.0,26.0,1,0
855,855,1,3,18.0,9.35,1,0
856,856,1,1,45.0,164.8667,1,0
857,857,1,1,51.0,26.55,0,1
858,858,1,3,24.0,19.2583,1,0
859,859,0,3,0.0,7.2292,0,1
860,860,0,3,41.0,14.1083,0,1
861,861,0,2,21.0,11.5,0,1
862,862,1,1,48.0,25.9292,1,0
863,863,0,3,0.0,69.55,1,0
864,864,0,2,24.0,13.0,0,1
865,865,1,2,42.0,13.0,1,0
866,866,1,2,27.0,13.8583,1,0
867,867,0,1,31.0,50.4958,0,1
868,868,0,3,0.0,9.5,0,1
869,869,1,3,4.0,11.1333,0,1
870,870,0,3,26.0,7.8958,0,1
871,871,1,1,47.0,52.5542,1,0
872,872,0,1,33.0,5.0,0,1
873,873,0,3,47.0,9.0,0,1
874,874,1,2,28.0,24.0,1,0
875,875,1,3,15.0,7.225,1,0
876,876,0,3,20.0,9.8458,0,1
877,877,0,3,19.0,7.8958,0,1
878,878,0,3,0.0,7.8958,0,1
879,879,1,1,56.0,83.1583,1,0
880,880,1,2,25.0,26.0,1,0
881,881,0,3,33.0,7.8958,0,1
882,882,0,3,22.0,10.5167,1,0
883,883,0,2,28.0,10.5,0,1
884,884,0,3,25.0,7.05,0,1
885,885,0,3,39.0,29.125,1,0
886,886,0,2,27.0,13.0,0,1
887,887,1,1,19.0,30.0,1,0
888,888,0,3,0.0,23.45,1,0
889,889,1,1,26.0,30.0,0,1
890,890,0,3,32.0,7.75,0,1
